-0.00066975	-0.7957
-0.00067709	-0.7832
-0.00068984	-0.7707
-0.00070806	-0.7582
-0.00073182	-0.7457
-0.00076118	-0.7332
-0.00079622	-0.7207
-0.00083703	-0.7082
-0.00088369	-0.6957
-0.00093628	-0.6832
-0.00099492	-0.6707
-0.0010597	-0.6582
-0.0011308	-0.6457
-0.0012083	-0.6332
-0.0012923	-0.6207
-0.001383	-0.6082
-0.0014806	-0.5957
-0.0015853	-0.5832
-0.0016973	-0.5707
-0.0018168	-0.5582
-0.0019441	-0.5457
-0.0020794	-0.5332
-0.0022232	-0.5207
-0.0023757	-0.5082
-0.0025374	-0.4957
-0.0027088	-0.4832
-0.0028904	-0.4707
-0.0030827	-0.4582
-0.0032864	-0.4457
-0.0035022	-0.4332
-0.003731	-0.4207
-0.0039738	-0.4082
-0.0042316	-0.3957
-0.0045056	-0.3832
-0.0047974	-0.3707
-0.0051085	-0.3582
-0.0054408	-0.3457
-0.0057965	-0.3332
-0.0061781	-0.32071
-0.0065887	-0.30822
-0.0070317	-0.29573
-0.0075114	-0.28324
-0.0080328	-0.27075
-0.008602	-0.25826
-0.0092262	-0.24577
-0.0099145	-0.23329
-0.010678	-0.22081
-0.011531	-0.20834
-0.012491	-0.19588
-0.01358	-0.18343
-0.014828	-0.17099
-0.016274	-0.15857
-0.017972	-0.14619
-0.019993	-0.13385
-0.022437	-0.12159
-0.025445	-0.10946
-0.029209	-0.097541
-0.03398	-0.085987
-0.040035	-0.075051
-0.047574	-0.06508
-0.056572	-0.056403
-0.066762	-0.049163
-0.07779	-0.043277
-0.089354	-0.038532
-0.10125	-0.034695
-0.11335	-0.031564
-0.12558	-0.028981
-0.13789	-0.026826
-0.15026	-0.02501
-0.16266	-0.023465
-0.17509	-0.02214
-0.18754	-0.020995
-0.2	-0.02
-0.21246	-0.019005
-0.22493	-0.018142
-0.23741	-0.017389
-0.24989	-0.01673
-0.26238	-0.01615
-0.27487	-0.01564
-0.28736	-0.01519
-0.29985	-0.014792
-0.31234	-0.01444
-0.32484	-0.01413
-0.33734	-0.013856
-0.34984	-0.013616
-0.36234	-0.013405
-0.37484	-0.013222
-0.38734	-0.013063
-0.39984	-0.012927
-0.41234	-0.012812
-0.42484	-0.012716
-0.43734	-0.012638
-0.44984	-0.012577
-0.46234	-0.012532
-0.47484	-0.012502
-0.48734	-0.012486
-0.49984	-0.012483
-0.51234	-0.012492
-0.52484	-0.012513
-0.53734	-0.012546
-0.54984	-0.01259
-0.56234	-0.012645
-0.57484	-0.01271
-0.58734	-0.012785
-0.59984	-0.012869
-0.61234	-0.012963
-0.62484	-0.013066
-0.63734	-0.013178
-0.64984	-0.013299
-0.66234	-0.013428
-0.67484	-0.013566
-0.68734	-0.013712
-0.69984	-0.013866
-0.71234	-0.014028
-0.72484	-0.014198
-0.73734	-0.014376
-0.74984	-0.014562
-0.76234	-0.014756
-0.77484	-0.014958
-0.78734	-0.015168
-0.79984	-0.015385
-0.81234	-0.01561
-0.82484	-0.015843
-0.83734	-0.016083
-0.84984	-0.016331
-0.86234	-0.016587
-0.87484	-0.01685
-0.88734	-0.017121
-0.89984	-0.0174
-0.91234	-0.017686
-0.92484	-0.01798
-0.93734	-0.018282
-0.94984	-0.018592
-0.96234	-0.01891
-0.97484	-0.019236
-0.98734	-0.019569
-0.99984	-0.01991
-1.0123	-0.020259
-1.0248	-0.020616
-1.0373	-0.020982
-1.0498	-0.021356
-1.0623	-0.021738
-1.0748	-0.022128
-1.0873	-0.022526
-1.0998	-0.022933
-1.1123	-0.023348
-1.1248	-0.023772
-1.1373	-0.024204
-1.1498	-0.024645
-1.1623	-0.025094
-1.1748	-0.025552
-1.1873	-0.026019
-1.1998	-0.026495
-1.2123	-0.02698
-1.2248	-0.027473
-1.2373	-0.027975
-1.2498	-0.028487
-1.2623	-0.029008
-1.2748	-0.029538
-1.2873	-0.030077
-1.2998	-0.030626
-1.3123	-0.031184
-1.3248	-0.031752
-1.3373	-0.032329
-1.3498	-0.032916
-1.3623	-0.033513
-1.3748	-0.034119
-1.3873	-0.034735
-1.3998	-0.035361
-1.4123	-0.035997
-1.4248	-0.036643
-1.4373	-0.037299
-1.4498	-0.037966
-1.4623	-0.038643
-1.4748	-0.03933
-1.4873	-0.040028
-1.4998	-0.040736
